			Laufnummer	Autor, Herausgeber oder Institution	Titel	Zeitschrift/Zeitung	Kategorien	Schlagwörter
0	0	1	2389	Azzopardi, Corry; Alaggia, Ramona; Fallon, Barbara	From Freud to Feminism	Journal of Child Sexual Abuse	1 Sozialer Kontext; 1.2 Diskurse; 1.4 Identitäten; 1.4.1 Gender; 3 Fokus; 3.2 Kinderschutz und Gewaltprävention; 5 Adressat_innen; 5.3 Eltern und Familie; 6 Gewalt; 6.2 Art; 6.2.2 Missbrauch	Diskurs // discourse; Ehtik // ethics; Feminismus // feminism; Geschlecht // gender; Kanada // Canada; Mutter // mother; Nordamerika // North America; sexueller Kindesmissbrauch // child sexual abuse; Theorie // theory
1	0	1	2105	Baams, Laura; Dubas, Judith Semon; van Aken, Marcel A. G.	Comprehensive Sexuality Education as a Longitudinal Predictor of LGBTQ Name-Calling and Perceived Willingness to Intervene in School	Journal of Youth and Adolescence	1 Sozialer Kontext; 1.4 Identitäten; 1.4.2 LGBT; 2 Institutioneller Kontext; 2.1 Dynamiken; 2.2 Einrichtungstypen; 2.2.3 Weiterführende Schule; 3 Fokus; 3.1 Sexualpädagogik; 5 Adressat_innen; 5.2 Jugendliche; 6 Gewalt; 6.1 Täter*in; 6.1.1 Peer; 6.2 Art; 6.2.5 Diskriminierung	Europa // Europe; Forschungsergebnisse // research results; Homofeindlichkeit // homophobia; Jugend // youth; Langzeitstudie // long-term study; Mobbing // bullying; Niederlande // Netherlands; queer // queer; Schule // school; Schüler*innen // pupils; Schulklima // school climate; Sexualerziehung // sex ed; Sexuelle Bildung // sexuality education; Survey // survey
1	0	0	887	Babatsikos, Georgia	Parents' knowledge, attitudes and practices about preventing child sexual abuse	Child Abuse Review	1 Sozialer Kontext; 1.2 Diskurse; 3 Fokus; 3.2 Kinderschutz und Gewaltprävention; 5 Adressat_innen; 5.3 Eltern und Familie; 6 Gewalt; 6.2 Art; 6.2.2 Missbrauch	Einstellungen // attitudes; Eltern // parents; international // international; Literaturreview // literature review; Methodologie // methodology; Prävention // prevention; sexueller Kindesmissbrauch // child sexual abuse
0	0	0	234	Babchishin, Kelly M.; Nunes, Kevin L.; Hermann, Chantal A.; Malcom, J. Renee	Implicit sexual interest in children	Journal of Sexual Aggression	1 Sozialer Kontext; 1.4 Identitäten; 1.4.1 Gender; 6 Gewalt; 6.1 Täter*in; 6.1.2 Erwachsene	Forschungsergebnisse // research results; Methodologie // methodology; Pädosexualität // pedosexuality; sexuelles Verhalten // sexual behaviour; Täter*in // offender
0	0	0	2279	Bach, Jesse E.; Litam, Stacey Diane A.	“Kind regards”	Journal of Sexual Aggression	3 Fokus; 3.2 Kinderschutz und Gewaltprävention; 6 Gewalt; 6.1 Täter*in; 6.1.2 Erwachsene; 6.2 Art; 6.2.2 Missbrauch	Fallanalyse // case analysis; Gerichtsverhandlungen // judicial proceedings; Kinder // children; Menschenhandel // human trafficking; Narration // narrative; sexueller Kindesmissbrauch // child sexual abuse
1	0	1	2032	Badenes-Ribera, Laura; Frias-Navarro, Dolores; Berrios-Riquelme, Jose; Longobardi, Claudio	Italian Validation of the Queer/Liberationist Scale (Short Version) in a Sample of University Students	Sexuality Research and Social Policy	1 Sozialer Kontext; 1.2 Diskurse; 1.4 Identitäten; 1.4.1 Gender; 1.4.2 LGBT; 6 Gewalt; 6.2 Art; 6.2.5 Diskriminierung	Europa // Europe; Forschungsergebnisse // research results; Geschlecht // gender; Heteronormativität // heteronormativity; Heterosexualität // heterosexuality; Homofeindlichkeit // homophobia; Homosexualität // homosexuality; Italien // Italy; Methodologie // methodology; Politik // politics; Religion // religion; Student*innen // college students; Survey // survey; Universität // college; Vorurteile // prejudices
0	0	0	1423	Bailey, Lucy; Graves, Karen	Introduction		1 Sozialer Kontext; 1.2 Diskurse; 1.4 Identitäten; 1.4.2 LGBT; 2 Institutioneller Kontext; 2.1 Dynamiken; 2.2 Einrichtungstypen; 2.2.3 Weiterführende Schule	Gesellschaft // society; Policies // policies; queer // queer; Schule // school; Schulklima // school climate; Sozialisation // socialization
0	0	1	2341	Bailey, Benjamin M.; Heath, Melissa Allen; Jackson, Aaron P.; Coyne, Sarah M.; Williams, Marleen S.	The influence of group values and behavior on adolescent male perceptions of and use of homophobic language	Journal of Adolescence	1 Sozialer Kontext; 1.2 Diskurse; 1.4 Identitäten; 1.4.2 LGBT; 2 Institutioneller Kontext; 2.2 Einrichtungstypen; 2.2.3 Weiterführende Schule; 5 Adressat_innen; 5.2 Jugendliche; 6 Gewalt; 6.1 Täter*in; 6.1.1 Peer; 6.2 Art; 6.2.5 Diskriminierung	Christentum // christianity; Forschungsergebnisse // research results; Forschungsethik // research ethics; Homofeindlichkeit // homophobia; Jungen // boys; Nordamerika // North America; qualitative Forschung // qualitative research; qualitative Interviews // qualitative interviews; Schule // school; Schüler*innen // pupils; Schulklima // school climate; USA // USA
1	0	0	878	Bajaj, Monika	Vesicular Genital Lesions in a Toddler − Is it Sexual Abuse?	Child Abuse Review	5 Adressat_innen; 5.1 Kinder; 6 Gewalt; 6.2 Art; 6.2.2 Missbrauch; 7 Sexualität; 7.3 Sexuelle Erfahrungen	sexueller Kindesmissbrauch // child sexual abuse; sexuelles Verhalten // sexual behaviour
1	0	1	1007	Bale, Clare	Raunch or romance?	Sex Education	1 Sozialer Kontext; 1.2 Diskurse; 1.3 Medien und Technologie; 5 Adressat_innen; 5.2 Jugendliche; 7 Sexualität; 7.1 Beziehungsgestaltung; 7.2 Selbstbestimmung; 7.3 Sexuelle Erfahrungen	Europa // Europe; Jugend // youth; qualitative Interviews // qualitative interviews; Selbstbestimmung // agency; Sexualisierung // sexualization; Sexualität // sexuality; Sexualkultur // sexuality culture; sexuelle Erfahrung // sexual experience
1	0	0	868	Balfe, Myles; Gallagher, Bernard; Masson, Helen; Balfe, Shane; Brugha, Ruairi; Hackett, Simon	Internet Child Sex Offenders' Concerns about Online Security and their Use of Identity Protection Technologies	Child Abuse Review	1 Sozialer Kontext; 1.3 Medien und Technologie; 6 Gewalt; 6.1 Täter*in; 6.1.2 Erwachsene; 6.2 Art; 6.2.2 Missbrauch	Forschungsergebnisse // research results; Internet // Internet; Literaturreview // literature review; Medien // media; Methodologie // methodology; sexueller Kindesmissbrauch // child sexual abuse; Täter*in // offender
1	0	1	2084	Ballan, Michelle S.; Freyer, Molly Burke	Autism Spectrum Disorder, Adolescence, and Sexuality Education	Sexuality and Disability	1 Sozialer Kontext; 1.4 Identitäten; 1.4.6 Behinderungen; 3 Fokus; 3.1 Sexualpädagogik; 4 Fachkräfte; 4.1 Pädagogische FK; 4.2 Extern; 5 Adressat_innen; 5.2 Jugendliche; 5.3 Eltern und Familie; 7 Sexualität; 7.3 Sexuelle Erfahrungen	Autismus // autism; Behinderung // disability; junge Erwachsene // young adults; Literaturreview // literature review; Mentale Gesundheit // mental health; Nordamerika // North America; Sexualität // sexuality; Sexuelle Bildung // sexuality education; Sexuelle Entwicklung // sexual development; USA // USA
0	1	0	808	Ballonoff Suleiman, Ahna; Brindis, Claire D.	Adolescent School-Based Sex Education	Sexuality Research and Social Policy	2 Institutioneller Kontext; 2.1 Dynamiken; 2.2 Einrichtungstypen; 2.2.3 Weiterführende Schule; 3 Fokus; 3.1 Sexualpädagogik; 5 Adressat_innen; 5.2 Jugendliche	Gesundheit // health; Jugend // youth; Sexuelle Bildung // sexuality education
0	0	0	1833	Bantjes, J.; Nieuwoudt, J.	Masculinity and Mayhem	Men and Masculinities	1 Sozialer Kontext; 1.2 Diskurse; 1.4 Identitäten; 1.4.1 Gender; 2 Institutioneller Kontext; 2.1 Dynamiken; 2.2 Einrichtungstypen; 2.2.3 Weiterführende Schule; 5 Adressat_innen; 5.2 Jugendliche; 6 Gewalt; 6.2 Art; 6.2.1 Belästigung; 7 Sexualität	Afrika // Africa; Jungen // boys; Männlichkeit // masculinity; Schule // school; Schulklima // school climate
1	0	0	872	Baratvand, Mahmood; Soodani, Mansour; Zarei, Eghbal; Asadollahi, Abdolrahim	Sexual Abuse and Drug Abuse Among Homeless Children in Ahvaz, Iran	Child Abuse Review	1 Sozialer Kontext; 1.4 Identitäten; 1.4.3 Schicht; 5 Adressat_innen; 5.1 Kinder; 6 Gewalt; 6.2 Art; 6.2.2 Missbrauch	Drogenkonsum // substance consumption; Kinder // children; obdachlos // homeless; Schutz // protection; sexueller Kindesmissbrauch // child sexual abuse; Soziale Schicht // social class
0	0	0	1529	Barbovschi, Monica; Marinescu, Valentina; Velicu, Anca; Laszlo, Eva	Meeting new contacts online		1 Sozialer Kontext; 1.2 Diskurse; 1.3 Medien und Technologie; 5 Adressat_innen; 5.1 Kinder; 7 Sexualität; 7.1 Beziehungsgestaltung	Diskurs // discourse; Europa // Europe; Internet // Internet; Kinder // children; Medien // media; Risikoverhalten // risk behaviour; Survey // survey; Technologie // technology
0	0	1	2339	Barcelos, Chris	Culture, Contraception, and Colorblindess	Gender & Society	1 Sozialer Kontext; 1.1 Policies; 1.4 Identitäten; 1.4.1 Gender; 1.4.3 Schicht; 1.4.4 Ethnizität; 2 Institutioneller Kontext; 2.2 Einrichtungstypen; 2.2.8 Offene Kinder- und Jugendarbeit; 3 Fokus; 3.1 Sexualpädagogik; 5 Adressat_innen; 5.2 Jugendliche; 7 Sexualität; 7.3 Sexuelle Erfahrungen	Ethnographie // ethnography; Forschungsergebnisse // research results; Frauen // women; Jugend // youth; junge Erwachsene // young adults; Latin@s // Latinx; Mädchen // girls; Nordamerika // North America; qualitative Forschung // qualitative research; Rassismus // racism; Sexualerziehung // sex ed; sexuelle Gesundheit // sexual health; USA // USA; Verhütung // contraception
0	0	1	2254	Barker, Meg-John; Gill, Rosalind Clair; Harvey, Laura	Mediated intimacy		1 Sozialer Kontext; 1.3 Medien und Technologie; 3 Fokus; 3.1 Sexualpädagogik; 7 Sexualität; 7.1 Beziehungsgestaltung	Diskurs // discourse; Geschlecht // gender; Intimität // intimacy; Konsens // consent; Sexualität // sexuality
1	0	0	885	Barron, Ian G.; Topping, Keith J.	Sexual abuse prevention programme fidelity	Child Abuse Review	3 Fokus; 3.2 Kinderschutz und Gewaltprävention; 4 Fachkräfte; 4.1 Pädagogische FK; 5 Adressat_innen; 5.2 Jugendliche; 6 Gewalt; 6.2 Art; 6.2.2 Missbrauch	Europa // Europe; Evaluation // evaluation; Jugend // youth; Methodologie // methodology; Pädagogische Fachkräfte // pedagogial staff; Prävention // prevention; sexueller Kindesmissbrauch // child sexual abuse
1	0	1	2150	Bartholomaeus, Clare; Riggs, Damien W.; Andrew, Yarrow	The capacity of South Australian primary school teachers and pre-service teachers to work with trans and gender diverse students	Teaching and Teacher Education	1 Sozialer Kontext; 1.4 Identitäten; 1.4.2 LGBT; 2 Institutioneller Kontext; 2.2 Einrichtungstypen; 2.2.2 Grundschule; 3 Fokus; 3.1 Sexualpädagogik; 4 Fachkräfte; 4.1 Pädagogische FK	Australien // Australia; Coming out // coming out; Forschungsergebnisse // research results; Geschlecht // gender; Haltung // attitude; Lehrer*innen // teachers; Professionalität // professionality; quantitative Forschung // quantitative research; queer // queer; Schule // school; Schüler*innen // pupils; Survey // survey; trans*ident // trans*
0	0	0	1737	Bauermeister, José A.	How statewide LGB policies go from ‘‘under our skin’’ to ‘‘into our hearts’’	Journal of Youth and Adolescence	1 Sozialer Kontext; 1.1 Policies; 1.4 Identitäten; 1.4.2 LGBT; 5 Adressat_innen; 5.3 Eltern und Familie; 7 Sexualität; 7.2 Selbstbestimmung	Bisexualität // bisexuality; Eltern // parents; Männer // men; Mentale Gesundheit // mental health; Politik // politics; queer // queer; schwul // gay
0	0	0	1779	Bauermeister, José A.; Johns, Michelle Marie; Sandfort, Theo G. M.; Eisenberg, Anna; Grossman, Arnold H.; D'Augelli, Anthony R.	Relationship trajectories and psychological well-being among sexual minority youth	Journal of Youth and Adolescence	1 Sozialer Kontext; 1.4 Identitäten; 1.4.1 Gender; 1.4.2 LGBT; 5 Adressat_innen; 5.2 Jugendliche; 7 Sexualität; 7.1 Beziehungsgestaltung	Jugend // youth; Liebesbeziehung // romantic relationship; Mentale Gesundheit // mental health; queer // queer
0	0	0	1782	Baumgartner, Susanne E.; Valkenburg, Patti M.; Peter, Jochen	Assessing causality in the relationship between adolescents' risky sexual online behavior and their perceptions of this behavior	Journal of Youth and Adolescence	1 Sozialer Kontext; 1.3 Medien und Technologie; 5 Adressat_innen; 5.2 Jugendliche; 7 Sexualität; 7.3 Sexuelle Erfahrungen	Forschungsergebnisse // research results; Internet // Internet; Jugend // youth; Medien // media; Risiko // risk; Risikoverhalten // risk behaviour; sexuelles Verhalten // sexual behaviour; Vulnerabilität // vulnerability
0	0	0	1535	Bauwens, Joke; Paus-Hasebrink, Ingrid; Ponte, Cristina; Dürager, Andrea	Understanding digital inequality		1 Sozialer Kontext; 1.2 Diskurse; 1.3 Medien und Technologie; 1.4 Identitäten; 1.4.3 Schicht; 5 Adressat_innen; 5.1 Kinder; 5.3 Eltern und Familie	Eltern // parents; Europa // Europe; Kinder // children; Medien // media; Risikofaktoren // risk factors; Soziale Schicht // social class; soziale Ungleichheit // social inequality; Survey // survey; Technologie // technology
0	0	0	2366	Bay-Cheng, Laina Y.	Critically Sex/Ed		1 Sozialer Kontext; 1.2 Diskurse; 3 Fokus; 3.1 Sexualpädagogik	Risikoverhalten // risk behaviour; Sexualerziehung // sex ed; Sexuelle Bildung // sexuality education; sexuelles Verhalten // sexual behaviour
1	0	0	807	Bay-Cheng, Laina Y.; Fava, Nicole M.	What puts “At-Risk Girls” at risk?	Sexuality Research and Social Policy	1 Sozialer Kontext; 1.4 Identitäten; 1.4.1 Gender; 1.4.3 Schicht; 1.4.4 Ethnizität; 2 Institutioneller Kontext; 2.2 Einrichtungstypen; 2.2.6 Jugendamt; 2.2.7 Kinder- und Jugendhilfe; 3 Fokus; 3.2 Kinderschutz und Gewaltprävention; 5 Adressat_innen; 5.2 Jugendliche; 6 Gewalt; 6.2 Art; 6.2.4 Übergriff; 7 Sexualität; 7.2 Selbstbestimmung	Jugend // youth; Kinder- und Jugendhilfe // child welfare system; Mädchen // girls; Methodologie // methodology; Nordamerika // North America; qualitative Interviews // qualitative interviews; Selbstbestimmung // agency; sexuelle Erfahrung // sexual experience; Soziale Schicht // social class; soziale Ungleichheit // social inequality; Verhütung // contraception; Vulnerabilität // vulnerability
0	0	1	2228	Bay-Cheng, Laina Y.; Maguin, Eugene; Bruns, Anne E.	Who Wears the Pants	The Journal of Sex Research	1 Sozialer Kontext; 1.4 Identitäten; 1.4.1 Gender; 3 Fokus; 3.1 Sexualpädagogik; 5 Adressat_innen; 5.2 Jugendliche; 7 Sexualität; 7.1 Beziehungsgestaltung	Forschungsergebnisse // research results; Geschlecht // gender; junge Erwachsene // young adults; Liebesbeziehung // romantic relationship; Macht // power; Nordamerika // North America; Survey // survey; USA // USA
0	0	0	1852	Beckmeyer, Jonathon J.	Comparing the associations between three types of adolescents' romantic involvement and their engagement in substance use	Journal of Adolescence	5 Adressat_innen; 5.2 Jugendliche; 7 Sexualität; 7.1 Beziehungsgestaltung	Drogenkonsum // substance consumption; Jugend // youth; Liebesbeziehung // romantic relationship; Nordamerika // North America; Risiko // risk; Risikoverhalten // risk behaviour
1	0	0	1186	Beerthuizen, Marinus G. C. J.; Brugman, Daniel	Sexually abusive youths' moral reasoning on sex	Journal of Sexual Aggression	1 Sozialer Kontext; 1.2 Diskurse; 1.4 Identitäten; 1.4.3 Schicht; 2 Institutioneller Kontext; 2.2 Einrichtungstypen; 2.2.10 Justizvollzugsanstalt; 5 Adressat_innen; 5.2 Jugendliche; 6 Gewalt; 6.1 Täter*in; 6.1.1 Peer; 6.2 Art; 6.2.4 Übergriff	Europa // Europe; Jugend // youth; jugendliche Täter*innen // adolescent sex offender; Sexualethik // sexual ethics; sexuelle Gewalt // sexual violence; sexuelles Verhalten // sexual behaviour; Soziale Schicht // social class; Survey // survey
1	0	0	783	Beier, Klaus M.; Oezdemir, Umut C.; Schlinzig, Eliza; Groll, Anna; Hupp, Elena; Hellenschmidt, Tobias	“Just dreaming of them”	Child Abuse & Neglect	3 Fokus; 3.2 Kinderschutz und Gewaltprävention; 5 Adressat_innen; 5.2 Jugendliche; 6 Gewalt; 6.1 Täter*in; 6.1.1 Peer; 6.2 Art; 6.2.4 Übergriff	Europa // Europe; jugendliche Täter*innen // adolescent sex offender; Methodensammlung // toolkit; Pädosexualität // pedosexuality; Prävention // prevention; sexueller Kindesmissbrauch // child sexual abuse; Vergewaltigung // rape
0	0	0	1826	Bengtsson, T. T.	Performing Hypermasculinity	Men and Masculinities	1 Sozialer Kontext; 1.2 Diskurse; 1.4 Identitäten; 1.4.1 Gender; 2 Institutioneller Kontext; 2.1 Dynamiken; 2.2 Einrichtungstypen; 2.2.10 Justizvollzugsanstalt; 5 Adressat_innen; 5.2 Jugendliche; 6 Gewalt; 6.1 Täter*in; 6.1.1 Peer; 6.2 Art; 6.2.4 Übergriff	Europa // Europe; jugendliche Täter*innen // adolescent sex offender; Männlichkeit // masculinity
0	1	0	1570	Benia, Luis Roberto; Hauck-Filho, Nelson; Dillenburg, Mariana; Stein, Lilian Milnitsky	The NICHD Investigative Interview Protocol	Journal of Child Sexual Abuse	5 Adressat_innen; 5.1 Kinder; 5.2 Jugendliche; 6 Gewalt; 6.2 Art; 6.2.2 Missbrauch	Forschungsergebnisse // research results; Jugend // youth; Kinder // children; Literaturreview // literature review; Methodologie // methodology; Nordamerika // North America; sexueller Kindesmissbrauch // child sexual abuse
1	0	1	2299	Bennett, Clare; Harden, Jane; Anstey, Sally	Fathers as sexuality educators	Sex Education	3 Fokus; 3.1 Sexualpädagogik; 5 Adressat_innen; 5.1 Kinder; 5.3 Eltern und Familie	Eltern // parents; Europa // Europe; Forschungsergebnisse // research results; Großbritannien // Great Britain; Kinder // children; Männer // men; Sexuelle Bildung // sexuality education
1	0	1	2442	Bentrott, Merea D.; Margrett, Jennifer A.	Adopting a Multilevel Approach to Protecting Residents’ Rights to Sexuality in the Long-Term Care Environment	Sexuality Research and Social Policy	1 Sozialer Kontext; 1.1 Policies; 2 Institutioneller Kontext; 2.2 Einrichtungstypen; 2.2.11 Sonstige; 3 Fokus; 3.1 Sexualpädagogik; 4 Fachkräfte; 4.1 Pädagogische FK; 7 Sexualität; 7.2 Selbstbestimmung	Alter // age; Erwachsene // adults; Ethik // ethics; Literaturreview // literature review; Policies // policies; Sexualität // sexuality; sexuelle Rechte // sexual rights; sexuelles Verhalten // sexual behaviour
