			Laufnummer	Autor, Herausgeber oder Institution	Titel	Zeitschrift/Zeitung	Kategorien	Schlagwörter
0	0	0	254	Spraitz, Jason D.; Bowen, Kendra N.; Arthurs, Shavonne	Neutralisation and sexual abuse	Journal of Sexual Aggression	2 Institutioneller Kontext; 2.1 Dynamiken; 2.2.9 Kirche; 4 Fachkräfte; 4.1 Intern; 6 Gewalt; 6.1 Täter*in; 6.1.2 Erwachsene; 6.2 Art; 6.2.2 Missbrauch; 8 Forschung; 8.4 Ergebnisse	Christentum // christianity; institutioneller Missbrauch // institutional abuse; Nordamerika // North America; Religion; sexueller Kindesmissbrauch // child sexual abuse; Täter*in // offender
0	0	0	255	Kosuri, Mahathi D.; Jeglic, Elizabeth L.	Child sex tourism	Journal of Sexual Aggression	5 Adressat_innen; 5.1 Kinder; 6 Gewalt; 6.1 Täter*in; 6.1.2 Erwachsene; 6.2 Art; 6.2.2 Missbrauch; 8 Forschung; 8.4 Ergebnisse	sexueller Kindesmissbrauch // child sexual abuse; Täter*in // offender
0	0	0	256	Kuhle, Laura F.; Schlinzig, Eliza; Kaiser, Gerd; Amelung, Till; Konrad, Anna; Röhle, Robert; Beier, Klaus M.	The association of sexual preference and dynamic risk factors with undetected child pornography offending	Journal of Sexual Aggression	1 Sozialer Kontext; 1.3 Medien und Technologie; 3 Fokus; 3.2 Kinderschutz und Gewaltprävention; 6 Gewalt; 6.1 Täter*in; 6.1.2 Erwachsene; 8 Forschung; 8.4 Ergebnisse	Pornografie // pornography; Risiko // risk; sexueller Kindesmissbrauch // child sexual abuse; Täter*in // offender
0	0	0	257	Kettleborough, Danielle G.; Merdian, Hannah L.	Gateway to offending behaviour	Journal of Sexual Aggression	1 Sozialer Kontext; 1.3 Medien und Technologie; 3 Fokus; 3.2 Kinderschutz und Gewaltprävention; 5 Adressat_innen; 5.1 Kinder; 6 Gewalt; 6.1 Täter*in; 6.1.2 Erwachsene	Internet; Kinder // children; Pornografie // pornography; sexuelle Gewalt // sexual violence; Täter*in // offender
0	0	0	259	DeHart, Dana; Dwyer, Gregg; Seto, Michael C.; Moran, Robert; Letourneau, Elizabeth; Schwarz-Watts, Donna	Internet sexual solicitation of children	Journal of Sexual Aggression	1 Sozialer Kontext; 1.3 Medien und Technologie; 3 Fokus; 3.2 Kinderschutz und Gewaltprävention; 5 Adressat_innen; 5.1 Kinder; 6 Gewalt; 6.1 Täter*in; 6.1.2 Erwachsene; 6.2 Art; 6.2.2 Missbrauch; 8 Forschung; 8.3 Methodologie; 8.5 Forschungslücken	Internet; Täter*in // offender
1	0	0	352	Attwood, Feona; Smith, Clarissa	Investigating young people's sexual cultures	Sex Education: Sexuality, Society and Learning	1 Sozialer Kontext; 1.2 Diskurse; 3 Fokus; 3.1 Sexualpädagogik; 5 Adressat_innen; 5.2 Jugendliche; 7 Sexualität; 7.1 Beziehungsgestaltung; 7.3 Sexuelle Erfahrungen; 8 Forschung; 8.3 Methodologie	Jugend // youth; Sexualkultur // sexuality culture; sexuelles Verhalten // sexual behaviour
0	0	0	577	Murray, Olivia J.	Queer Inclusion in Teacher Education		1 Sozialer Kontext; 1.4 Identitäten; 1.4.2 LGBT; 2 Institutioneller Kontext; 2.1 Dynamiken; 2.2 Einrichtungstypen; 2.2.5 Hochschule; 4 Fachkräfte; 4.1 Intern	Homosexualität // homosexuality; Inklusion // inclusion; Lehrer*innen // Teachers; Sexuelle Bildung // sexuality education
0	0	0	580	Allen, Louisa; Rasmussen, Mary Louise; Quinlivan, Kathleen	The Politics of Pleasure in Sexuality Education		1 Sozialer Kontext; 1.2 Diskurse; 1.4 Identitäten; 1.4.1 Gender; 1.4.2 LGBT; 1.4.5 Religion; 3 Fokus; 3.1 Sexualpädagogik; 7 Sexualität	Gesundheit // health; Sexuelle Bildung // sexuality education; Vergnügen // pleasure
0	1	1	583	Carlson, Dennis; Roseboro, Donyell L.	The Sexuality Curriculum and Youth Culture		2 Institutioneller Kontext; 3 Fokus; 3.1 Sexualpädagogik; 3.2 Kinderschutz und Gewaltprävention; 5 Adressat_innen; 5.2 Jugendliche	Curriculum; Jugend // youth; Popkultur // popular culture; Selbstbestimmung // agency; Sexualität // sexuality; Sexuelle Bildung // sexuality education
0	0	0	585	Gilbert, Jen	Sexuality in School: The Limits of Education		1.4 Identitäten; 1.4.2 LGBT; 2 Institutioneller Kontext; 2.2 Einrichtungstypen; 2.2.2 Grundschule; 2.2.3 Weiterführende Schule; 3 Fokus; 3.1 Sexualpädagogik	Grundschule // elementary school
1	1	0	595	Florsheim, Paul	Adolescent romantic relations and sexual behavior		1 Sozialer Kontext; 1.2 Diskurse; 1.4 Identitäten; 1.4.1 Gender; 1.4.2 LGBT; 1.4.4 Ethnizität; 5 Adressat_innen; 5.2 Jugendliche; 7 Sexualität; 7.1 Beziehungsgestaltung; 7.2 Selbstbestimmung; 7.3 Sexuelle Erfahrungen; 8 Forschung; 8.2 Theorie; 8.3 Methodologie; 8.4 Ergebnisse	Beziehungsgestaltung // relationships; Jugend // youth; sexuelle Erfahrung // sexual experience
0	0	0	604	Ponzetti, James J.	Evidence-based approaches to sexuality education		3 Fokus; 3.1 Sexualpädagogik; 8 Forschung; 8.3 Methodologie; 8.4 Ergebnisse	Sexuelle Bildung // sexuality education
1	0	0	656	Wilson, Helen W.; Spatz Widom, Cathy	Does Physical Abuse, Sexual Abuse, or Neglect in Childhood Increase the Likelihood of Same-sex Sexual Relationships and Cohabitation?	Archives of Sexual Behavior	1 Sozialer Kontext; 1.4 Identitäten; 1.4.2 LGBT; 5 Adressat_innen; 6 Gewalt; 6.2 Art; 6.2.2 Missbrauch	Sexuelle Orientierung // sexual orientation; sexueller Kindesmissbrauch // child sexual abuse
1	0	0	657	Malón, Agustín	The “Participating Victim” in the Study of Erotic Experiences Between Children and Adults: An Historical Analysis	Archives of Sexual Behavior	1 Sozialer Kontext; 1.2 Diskurse; 5 Adressat_innen; 5.1 Kinder; 6 Gewalt; 6.1 Täter*in; 6.1.2 Erwachsene; 6.2 Art; 6.2.2 Missbrauch	Betroffene // survivors; Kinder // children; kindliche Sexualität // childhood sexuality; Sexualethik // sexual ethics; sexueller Kindesmissbrauch // child sexual abuse; Täter*in // offender
1	0	0	660	Malón, Agustín	Adult–Child Sex and the Limits of Liberal Sexual Morality	Archives of Sexual Behavior	1 Sozialer Kontext; 1.2 Diskurse; 5 Adressat_innen; 5.1 Kinder; 7 Sexualität; 7.2 Selbstbestimmung; 7.3 Sexuelle Erfahrungen	Kinder // children; Konsens // consent; Pädosexualität // pedosexuality; Sexualethik // sexual ethics; sexueller Kindesmissbrauch // child sexual abuse; sexuelles Verhalten // sexual behaviour; Theorie // theory
1	0	0	661	Das, Aniruddha; Otis, Nicholas	Sexual Contact in Childhood, Revictimization, and Lifetime Sexual and Psychological Outcomes	Archives of Sexual Behavior	1 Sozialer Kontext; 1.4 Identitäten; 1.4.1 Gender; 5 Adressat_innen; 5.1 Kinder; 6 Gewalt; 6.2 Art; 6.2.2 Missbrauch; 6.3 Negative Folgen; 7 Sexualität; 7.3 Sexuelle Erfahrungen	Erwachsene // adults; Kinder // children; Mentale Gesundheit // mental health; Revictimisierung // revictimization; sexuelle Erfahrung // sexual experience; sexueller Kindesmissbrauch // child sexual abuse
1	0	0	662	Forsman, Mats; Johansson, Ada; Santtila, Pekka; Sandnabba, Kenneth; Långström, Niklas	Sexually Coercive Behavior Following Childhood Maltreatment	Archives of Sexual Behavior	6 Gewalt; 6.2 Art; 6.2.2 Missbrauch; 6.3 Negative Folgen	Erwachsene // adults; Europa // Europe; Gewalt // violence; sexueller Kindesmissbrauch // child sexual abuse; Survey
0	0	0	667	Shepard Paynea, Jennifer; Galvan, Frank H.; Williams, John K.; Prusinskic, Missy; Zhang, Muyu; Wyatt, Gail E.; Myers, Hector F.	Impact of childhood sexual abuse on the emotions and behaviours of adult men from three ethnic groups in the USA	Culture, Health & Sexuality	1 Sozialer Kontext; 1.4 Identitäten; 1.4.4 Ethnizität; 6 Gewalt; 6.2 Art; 6.2.2 Missbrauch; 6.3 Negative Folgen	Erwachsene // adults; Männer // men; Nordamerika // North America; Sexualität // sexuality; sexueller Kindesmissbrauch // child sexual abuse; Survey
0	0	0	668	Mulumeoderhwaa, Maroyi; Harris, Geoff	Forced sex, rape and sexual exploitation	Culture, Health & Sexuality	2 Institutioneller Kontext; 2.1 Dynamiken; 2.2 Einrichtungstypen; 2.2.3 Weiterführende Schule; 5 Adressat_innen; 5.2 Jugendliche; 6 Gewalt; 6.2 Art; 6.2.3 Vergewaltigung; 6.2.4 Übergriff	Fokusgruppe // focus group; Jugend // youth; Qualitative Interviews; sexuelle Gewalt // sexual violence; Sub-Sahara-Afrika // Sub-Saharan Africa; Vergewaltigung // rape
1	0	0	676	Wager, Nadia	Psychogenic amnesia for childhood sexual abuse and risk for sexual revictimisation in both adolescence and adulthood	Sex Education: Sexuality, Society and Learning	6 Gewalt; 6.2 Art; 6.3 Negative Folgen	Revictimisierung // revictimization; Risikofaktoren // risk factors; sexueller Kindesmissbrauch // child sexual abuse; Vergewaltigung // rape
1	0	0	677	Murphy, Meghan	How organisational culture influences teachers' support of openly gay, lesbian and bisexual students	Sex Education: Sexuality, Society and Learning	1 Sozialer Kontext; 1.4 Identitäten; 1.4.2 LGBT; 2 Institutioneller Kontext; 2.1 Dynamiken; 2.2.3 Weiterführende Schule; 3 Fokus; 3.2 Kinderschutz und Gewaltprävention; 4 Fachkräfte; 4.1 Intern; 5 Adressat_innen; 5.2 Jugendliche	Coming out; Jugend // youth; Nordamerika // North America; Organisation; Qualitative Interviews; Schule // school; sexuelle Minderheit // sexual minority; Sprache // language
1	0	0	678	Nielsena, Silja; Paasonen, Susanna; Spišák, Sanna	‘Pervy role-play and such’	Sex Education: Sexuality, Society and Learning	1 Sozialer Kontext; 1.3 Medien und Technologie; 1.4 Identitäten; 1.4.1 Gender; 5 Adressat_innen; 5.2 Jugendliche; 7 Sexualität; 7.1 Beziehungsgestaltung; 7.2 Selbstbestimmung	Coming out; Internet; Mädchen // girls; Sexting // sexting
1	0	0	684	Busche, Mart	A girl is no girl is a girl_: Girls-work after queer theory	Pedagogy, Culture & Society	1 Sozialer Kontext; 1.4 Identitäten; 1.4.1 Gender; 2 Institutioneller Kontext; 2.2 Einrichtungstypen; 2.2.8 Offene Kinder- und Jugendarbeit	Feminismus // feminism
1	0	0	685	Schmidt, Sandra J.	A queer arrangement of school	Journal of Curriculum Studies	1 Sozialer Kontext; 1.4 Identitäten; 1.4.2 LGBT; 2 Institutioneller Kontext; 2.1 Dynamiken; 2.2 Einrichtungstypen; 2.2.3 Weiterführende Schule	sexuelle Minderheit // sexual minority
1	0	0	699	Livingstone, Sonia M.; Smith, Peter K.	Annual Research Review: Harms experienced by child users of online and mobile technologies	Journal of Child Psychology and Psychiatry	1 Sozialer Kontext; 1.3 Medien und Technologie; 5 Adressat_innen; 5.1 Kinder	Europa // Europe; Internet; Kinder // children; Mobbing // bullying; Pornografie // pornography; Risikofaktoren // risk factors; Schutz // protection; Survey; Übersicht // review
1	0	0	714	Gilbert, Jen	Walking through the school: the erotics of research	Sex Education: Sexuality, Society and Learning	1 Sozialer Kontext; 1.2 Diskurse; 1.4 Identitäten; 1.4.1 Gender; 1.4.2 LGBT; 2 Institutioneller Kontext; 2.2 Einrichtungstypen; 2.2.3 Weiterführende Schule; 8 Forschung; 8.2 Theorie; 8.3 Methodologie	Ethnographie // ethnography; Forschung // research; Geschlecht // gender; Nordamerika // North America; Schule // school; Schulklima // school climate; Sexualität // sexuality; Sexualkultur // sexuality culture
1	0	0	715	Preston, Marilyn J.	‘They're just not mature right now’: teachers' complicated perceptions of gender and anti-queer bullying	Sex Education: Sexuality, Society and Learning	1 Sozialer Kontext; 1.4 Identitäten; 1.4.1 Gender; 1.4.2 LGBT; 2 Institutioneller Kontext; 2.2 Einrichtungstypen; 2.2.3 Weiterführende Schule; 3 Fokus; 3.1 Sexualpädagogik; 4 Fachkräfte; 4.1 Intern; 6 Gewalt; 6.2 Art; 6.2.1 Belästigung; 6.2.5 Diskriminierung	Geschlecht // gender; Lehrer*innen // Teachers; Mobbing // bullying; Schule // school; sexuelle Minderheit // sexual minority
0	0	0	725	Chapleau, Kristine M.; Oswald, Debra L.	Power, Sex, and Rape Myth Acceptance	The Journal of Sex Research	1 Sozialer Kontext; 1.2 Diskurse; 2 Institutioneller Kontext; 2.2 Einrichtungstypen; 2.2.5 Hochschule; 6 Gewalt; 6.2 Art; 6.2.3 Vergewaltigung	Jugend // youth; Macht // power; Nordamerika // North America; Rape Culture; Survey; Vergewaltigung // rape
0	0	0	726	Graaf, Hanneke de; Rademakers, Jany	The Psychological Measurement of Childhood Sexual Development in Western Societies	The Journal of Sex Research	5 Adressat_innen; 5.1 Kinder; 7 Sexualität; 8 Forschung; 8.3 Methodologie	Sexuelle Entwicklung // sexual development
1	0	0	728	Grose, Rose Grace; Grabe, Shelly; Kohfeldt, Danielle	Sexual Education, Gender Ideology, and Youth Sexual Empowerment	The Journal of Sex Research	1 Sozialer Kontext; 1.4 Identitäten; 1.4.1 Gender; 2 Institutioneller Kontext; 2.2 Einrichtungstypen; 2.2.3 Weiterführende Schule; 3 Fokus; 3.1 Sexualpädagogik; 5 Adressat_innen; 5.2 Jugendliche; 7 Sexualität; 7.2 Selbstbestimmung	Empowerment // empowerment; Evaluation; Geschlecht // gender; Jugend // youth; Nordamerika // North America; Schule // school; Sexuelle Bildung // sexuality education; Verhütung // contraception
1	0	0	729	Gowen, L. Kris; Winges-Yanez, Nichole	Lesbian, Gay, Bisexual, Transgender, Queer, and Questioning Youths' Perspectives of Inclusive School-Based Sexuality Education	The Journal of Sex Research	1 Sozialer Kontext; 1.4 Identitäten; 1.4.2 LGBT; 2 Institutioneller Kontext; 2.2 Einrichtungstypen; 2.2.3 Weiterführende Schule; 3 Fokus; 3.1 Sexualpädagogik; 3.2 Kinderschutz und Gewaltprävention; 5 Adressat_innen; 5.2 Jugendliche	Sexualerziehung // sex ed; Sexuelle Bildung // sexuality education; sexuelle Minderheit // sexual minority
1	0	0	730	Jozkowski, Kristen N.; Peterson, Zoë D.; Sanders, Stephanie A.; Dennis, Barbara; Reece, Michael	Gender Differences in Heterosexual College Students' Conceptualizations and Indicators of Sexual Consent	The Journal of Sex Research	1 Sozialer Kontext; 1.4 Identitäten; 1.4.1 Gender; 2 Institutioneller Kontext; 2.2 Einrichtungstypen; 2.2.5 Hochschule; 3 Fokus; 3.2 Kinderschutz und Gewaltprävention; 6 Gewalt; 6.2 Art; 6.2.4 Übergriff; 7 Sexualität; 7.1 Beziehungsgestaltung; 7.2 Selbstbestimmung	Geschlecht // gender; Jugend // youth; Konsens // consent; Nordamerika // North America; Prävention // prevention; Qualitative Interviews; Sexuelle Bildung // sexuality education; Sprache // language; Student*innen // college students; Survey; Universität // college; Vergewaltigung // rape
1	0	0	731	Mustanski, Brian; Greene, George J.; Ryan, Daniel; Whitton, Sarah W.	Feasibility, Acceptability, and Initial Efficacy of an Online Sexual Health Promotion Program for LGBT Youth	The Journal of Sex Research	1 Sozialer Kontext; 1.3 Medien und Technologie; 1.4 Identitäten; 1.4.2 LGBT; 3 Fokus; 3.1 Sexualpädagogik; 5 Adressat_innen; 5.2 Jugendliche	Internet; Sexualerziehung // sex ed; Sexuelle Bildung // sexuality education; sexuelle Gesundheit // sexual health; sexuelle Minderheit // sexual minority; Verhütung // contraception
1	0	0	732	Bergen, Emilia; Ahto, Anna; Schulz, Anja; Imhoff, Roland; Antfolk, Jan; Schuhmann, Petya; Alanko, Katarina; Santtila, Pekka; Jern, Patrick	Adult-Adult and Adult-Child/Adolescent Online Sexual Interactions	The Journal of Sex Research	1 Sozialer Kontext; 1.3 Medien und Technologie; 6 Gewalt; 6.1 Täter*in; 6.1.2 Erwachsene; 6.2 Art	Internet; sexuelle Erfahrung // sexual experience; sexueller Kindesmissbrauch // child sexual abuse
1	0	0	734	Muehlenhard, Charlene L.; Humphreys, Terry P.; Jozkowski, Kristen N.; Peterson, Zoë D.	The Complexities of Sexual Consent Among College Students	The Journal of Sex Research	1 Sozialer Kontext; 1.4 Identitäten; 1.4.1 Gender; 2 Institutioneller Kontext; 2.2 Einrichtungstypen; 2.2.5 Hochschule; 5 Adressat_innen; 5.2 Jugendliche; 6 Gewalt; 6.2 Art; 6.2.4 Übergriff; 7 Sexualität; 7.1 Beziehungsgestaltung; 7.2 Selbstbestimmung; 7.3 Sexuelle Erfahrungen; 8 Forschung; 8.3 Methodologie; 8.5 Forschungslücken	Konsens // consent; Nordamerika // North America; Student*innen // college students; Übersicht // review; Universität // college
1	0	0	755	Nelson, Pete; Cowburn, Malcolm	Social Work Admissions	The British Journal of Social Work	2 Institutioneller Kontext; 2.1 Dynamiken; 4 Fachkräfte; 4.1 Intern; 6 Gewalt; 6.1 Täter*in; 6.5 Disclosure	Risikofaktoren // risk factors; soziale Ungleichheit // social inequality; Sozialisation // socialization; Täter*in // offender; Vulnerabilität // vulnerability
1	0	0	756	Doel, Mark; Allmark, Peter; Conway, Paul; Cowburn, Malcolm; Flynn, Margaret; Nelson, Pete; Tod, Angela	Professional Boundaries	The British Journal of Social Work	2 Institutioneller Kontext; 2.1 Dynamiken; 4 Fachkräfte; 4.1 Intern; 6 Gewalt; 6.1 Täter*in; 6.1.2 Erwachsene; 6.2 Art; 6.2.4 Übergriff	Europa // Europe; Nähe-Distanz-Regulation // boundary management; Pädagogische Fachkräfte; Professionalität // professionality; Soziale Arbeit // social work; Sozialisation // socialization
1	0	0	757	Cocker, Christine; Hafford-Letchfield, Trish	Out and Proud? Social Work's Relationship with Lesbian and Gay Equality	The British Journal of Social Work	1 Sozialer Kontext; 1.1 Policies; 1.4 Identitäten; 1.4.2 LGBT; 2 Institutioneller Kontext; 2.2 Einrichtungstypen; 2.2.6 Jugendamt; 4 Fachkräfte; 4.1 Intern	Homosexualität // homosexuality; Sexualität // sexuality; sexuelle Minderheit // sexual minority; Sozialisation // socialization
1	0	0	758	O'Leary, Patrick J.; Gould, Nick	Exploring Coping Factors amongst Men Who Were Sexually Abused in Childhood	The British Journal of Social Work	1 Sozialer Kontext; 1.4 Identitäten; 1.4.1 Gender; 5 Adressat_innen; 5.1 Kinder; 6 Gewalt; 6.2 Art; 6.2.2 Missbrauch; 6.4 Resilienz	Betroffene // survivors; Bewältigung // coping; Männer // men; Mentale Gesundheit // mental health; sexueller Kindesmissbrauch // child sexual abuse
1	0	0	760	Willis, Paul; Ward, Nicki; Fish, Julie	Searching for LGBT Carers	The British Journal of Social Work	1 Sozialer Kontext; 1.4 Identitäten; 1.4.2 LGBT; 4 Fachkräfte; 4.1 Intern; 6 Gewalt; 6.2 Art; 6.2.5 Diskriminierung	Betreuer*innen // caregiver; Europa // Europe; Geschlechtsidentität // gender identity; Heteronormativität // heteronormativity; Homosexualität // homosexuality; Pädagogische Fachkräfte; Qualitative Interviews; Sexualität // sexuality; sexuelle Minderheit // sexual minority; Sozialisation // socialization; trans*ident // trans*
1	0	0	761	Priebe, Gisela; Bäckström, Martin; Ainsaar, Mare	Vulnerable adolescent participants’ experience in surveys on sexuality and sexual abuse	Child Abuse & Neglect	5 Adressat_innen; 5.2 Jugendliche; 6 Gewalt; 6.2 Art; 6.2.2 Missbrauch; 8 Forschung; 8.1 Forschungsethik	Ehtik // ethics; Forschung // research; Jugend // youth; Sexualität // sexuality; sexueller Kindesmissbrauch // child sexual abuse; Vergewaltigung // rape
1	0	0	762	Martin, Karin A.	Making sense of children's sexual behavior in child care	Child Abuse & Neglect	2 Institutioneller Kontext; 2.2 Einrichtungstypen; 2.2.1 Kindertagesstätte; 5 Adressat_innen; 5.1 Kinder; 5.3 Eltern und Familie; 6 Gewalt; 6.2 Art; 6.2.2 Missbrauch; 8 Forschung; 8.3 Methodologie	Grundschule // elementary school; Kinderbetreuung // child care; kindliche Sexualität // childhood sexuality; Nordamerika // North America; sexueller Kindesmissbrauch // child sexual abuse
