			Autor, Herausgeber oder Institution	Jahr ermittelt	Dokumententyp	Zeitschrift/Zeitung	Titel	Kategorien	Schlagwörter	Laufnummer
1	0	0	Gilliam, Melissa; Brindis, Claire D.	2011	Zeitschriftenaufsatz	Sexuality Research and Social Policy	Virtual Sex Ed	1 Sozialer Kontext; 1.3 Medien und Technologie; 1.4 Identitäten; 1.4.4 Ethnizität; 3 Fokus; 3.1 Sexualpädagogik; 5 Adressat_innen; 5.2 Jugendliche; 7 Sexualität	Jugendliche und junge Erwachsene; Kommunikation // communication; Medien // media; Sexuelle Bildung // sexuality education	812
1	0	0	Grondin, Anne-Marie	2011	Zeitschriftenaufsatz	Sex Education: Sexuality, Society and Learning	Thinking outside specious boxes	1 Sozialer Kontext; 1.2 Diskurse; 5 Adressat_innen; 5.1 Kinder; 6 Gewalt; 6.2 Art; 6.2.2 Missbrauch; 8 Forschung; 8.2 Theorie	kindliche Sexualität // childhood sexuality; sexueller Kindesmissbrauch; Therapie // therapy	1004
1	0	0	Hardie, Ann	2011	Zeitschriftenaufsatz	Sex Education: Sexuality, Society and Learning	Lesbian teachers and students	1 Sozialer Kontext; 1.4 Identitäten; 1.4.2 LGBT; 2 Institutioneller Kontext; 2.2 Einrichtungstypen; 2.2.3 Schule; 4 Fachkräfte; 4.1 Intern	Diversity; Lehrer*innen // Teachers; Sexualität // sexuality	1017
1	0	0	Hensel, Devon J.; Fortenberry, J. Dennis; O'Sullivan, Lucia F.; Orr, Donald P.	2011	Zeitschriftenaufsatz	Journal of Adolescence	The developmental association of sexual self-concept with sexual behavior among adolescent women	1 Sozialer Kontext; 1.4 Identitäten; 5 Adressat_innen; 5.2 Jugendliche; 7 Sexualität; 7.2 Selbstbestimmung; 7.3 Sexuelle Erfahrungen	Jugendliche und junge Erwachsene; Mädchen // girls; Selbstkonzept // self-concept; sexuelles Verhalten // sexual behaviour	978
1	0	0	Hipwell, Alison E.; Stepp, Stephanie D.; Keenan, Kate; Chung, Tammy; Loeber, Rolf	2011	Zeitschriftenaufsatz	Journal of Adolescence	Brief report: Parsing the heterogeneity of adolescent girls' sexual behavior	1 Sozialer Kontext; 1.4 Identitäten; 1.4.1 Gender; 5 Adressat_innen; 5.2 Jugendliche; 7 Sexualität; 7.3 Sexuelle Erfahrungen	Depression; Devianz //deviancy; Drogenkonsum // substance abuse; Jugendliche und junge Erwachsene; Mädchen // girls; sexuelles Risiko // sexual risk	977
0	1	0	Hovey, Angela; Stalker, Carol A.; Schachter, Candice L.; Teram, Eli; Lasiuk, Gerri	2011	Zeitschriftenaufsatz	Journal of Child Sexual Abuse	Practical ways psychotherapy can support physical healthcare experiences for male survivors of childhood sexual abuse	1 Sozialer Kontext; 1.4 Identitäten; 1.4.1 Gender; 3 Fokus; 3.2 Gewaltprävention; 6.2 Art; 6.2.2 Missbrauch; 8 Forschung; 8.4 Ergebnisse	Disclosure; Erwachsene; Health Promotion; Humans; Kinder; Male; Patient Acceptance of Health Care; Professionalität // professionality; Psychiatrie // psychiatric; Psychotherapy; sexueller Kindesmissbrauch; Social Support; Von sexuellem Kindesmissbrauch Betroffene	1610
1	0	0	Jones, Tiffany Mary	2011	Zeitschriftenaufsatz	Sex Education: Sexuality, Society and Learning	Saving rhetorical children	1 Sozialer Kontext; 1.2 Diskurse; 3 Fokus; 3.1 Sexualpädagogik; 5 Adressat_innen; 5.1 Kinder; 8 Forschung; 8.2 Theorie; 8.4 Ergebnisse	Diskurs // discourse; Einstellungen // attitudes; kindliche Sexualität // childhood sexuality; Sexualerziehung // sex ed; Sexuelle Bildung // sexuality education	1001
1	0	0	Kennett, Deborah J.; Humphreys, Terry P.; Schultz, Kristen E.	2011	Zeitschriftenaufsatz	Sex Education: Sexuality, Society and Learning	Sexual resourcefulness and the impact of family, sex education, media and peers	1 Sozialer Kontext; 1.3 Medien und Technologie; 1.4 Identitäten; 1.4.1 Gender; 3 Fokus; 3.1 Sexualpädagogik; 5 Adressat_innen; 5.2 Jugendliche; 5.3 Eltern; 7 Sexualität; 7.3 Sexuelle Erfahrungen	Medien // media; Ressourcen // resourcefulness	1015
1	0	0	Kijak, Remigiusz J.	2011	Zeitschriftenaufsatz	Sexuality and Disability	A Desire for Love: Considerations on Sexuality and Sexual Education of People With Intellectual Disability in Poland	1 Sozialer Kontext; 1.4 Identitäten; 1.4.6 Behinderungen; 3 Fokus; 3.1 Sexualpädagogik; 5 Adressat_innen; 5.2 Jugendliche; 7 Sexualität	Behinderung // disability; Jugendliche und junge Erwachsene; Sexualität // sexuality; Sexuelle Bildung // sexuality education; sexuelle Erfahrung // sexual experience	1149
0	0	0	Killoren, Sarah E.; Updegraff, Kimberly A.; Christopher, F. Scott	2011	Zeitschriftenaufsatz	Journal of Youth and Adolescence	Family and cultural correlates of Mexican-origin youths' sexual intentions	1 Sozialer Kontext; 1.4 Identitäten; 1.4.4 Ethnizität; 3 Fokus; 3.1 Sexualpädagogik; 5 Adressat_innen; 5.2 Jugendliche; 5.3 Eltern; 7 Sexualität; 8 Forschung; 8.4 Ergebnisse	Eltern; Ethnizität // ethnicity; Familie // family; Jugendliche und junge Erwachsene; Sexualität // sexuality	1764
0	0	0	Levine, Deb	2011	Zeitschriftenaufsatz	Sexuality Research and Social Policy	Using Technology, New Media, and Mobile for Sexual and Reproductive Health	1 Sozialer Kontext; 1.3 Medien und Technologie; 3 Fokus; 3.1 Sexualpädagogik	Medien // media; Sexuelle Bildung // sexuality education; sexuelle Gesundheit // sexual health; Technologie // technology	814
1	0	0	Mallet, Pascal; Herbe, Dominique	2011	Zeitschriftenaufsatz	The Journal of Sex Research	Does knowledge about sexuality prevent adolescents from developing rape-supportive beliefs?	1 Sozialer Kontext; 1.2 Diskurse; 3 Fokus; 3.2 Gewaltprävention; 5 Adressat_innen; 5.2 Jugendliche; 6 Gewalt; 6.2 Art; 6.2.3 Vergewaltigung; 7 Sexualität; 7.1 Beziehungsgestaltung	Jugendliche und junge Erwachsene; Rape Culture; Sexualität // sexuality	1375
1	0	0	Malón, Agustín	2011	Zeitschriftenaufsatz	Archives of Sexual Behavior	The “Participating Victim” in the Study of Erotic Experiences Between Children and Adults: An Historical Analysis	1 Sozialer Kontext; 1.2 Diskurse; 5 Adressat_innen; 5.1 Kinder; 6 Gewalt; 6.1 Täter*in; 6.1.2 Erwachsene; 6.2 Art; 6.2.2 Missbrauch	kindliche Sexualität // childhood sexuality; Moral; Opfer // victim; Sexueller Missbrauch // sexual abuse	657
1	0	0	Martin, Karin A.; Verduzco Baker, Lynn; Torres, Jennifer; Luke, Katherine	2011	Zeitschriftenaufsatz	Feminism & Psychology	Privates, pee-pees, and coochies	1 Sozialer Kontext; 1.4 Identitäten; 1.4.1 Gender; 5 Adressat_innen; 5.1 Kinder; 5.3 Eltern; 7 Sexualität; 7.3 Sexuelle Erfahrungen	Eltern; Geschlecht // gender; Kinder; kindliche Sexualität // childhood sexuality; Sexualität // sexuality; Sexuelle Bildung // sexuality education	864
0	0	0	Noonan, A.; Taylor Gomez, Miriam	2011	Zeitschriftenaufsatz	Sexuality and Disability	Who’s Missing?	1 Sozialer Kontext; 1.4 Identitäten; 1.4.2 LGBT; 1.4.6 Behinderungen; 3 Fokus; 3.1 Sexualpädagogik; 7 Sexualität; 7.2 Selbstbestimmung	Behinderung // disability; Homosexualität; queer; trans*ident // trans*	1147
1	0	1	Pascoe, C. J.	2011	Zeitschriftenaufsatz	Sexuality Research and Social Policy	Resource and Risk	1 Sozialer Kontext; 1.2 Diskurse; 1.3 Medien und Technologie; 1.4 Identitäten; 1.4.1 Gender; 1.4.3 Schicht; 1.4.4 Ethnizität; 5 Adressat_innen; 5.2 Jugendliche; 7 Sexualität	Geschlecht // gender; Jugendliche und junge Erwachsene; Medien // media; Ressourcen // resourcefulness; sexuelles Risiko // sexual risk; sexuelles Verhalten // sexual behaviour; Sicherheit // safety	813
1	0	0	Riggs, Angela D.; Rosenthal, Amy R.; Smith-Bonahue, Tina	2011	Zeitschriftenaufsatz	Teaching and Teacher Education	The impact of a combined cognitive–affective intervention on pre-service teachers’ attitudes, knowledge, and anticipated professional behaviors regarding homosexuality and gay and lesbian issues	1 Sozialer Kontext; 1.4 Identitäten; 1.4.2 LGBT; 4 Fachkräfte; 4.1 Intern	Ausbildung; Homosexualität; Intervention // intervention; Lehrer*innen // Teachers; Professionalität // professionality	855
1	0	0	Senn, Charlene Y.	2011	Zeitschriftenaufsatz	Feminism & Psychology	An imperfect feminist journey	1 Sozialer Kontext; 1.4 Identitäten; 1.4.1 Gender; 2 Institutioneller Kontext; 2.1 Dynamiken; 2.2 Einrichtungstypen; 2.2.5 Universität; 3 Fokus; 3.2 Gewaltprävention; 6 Gewalt; 6.2 Art; 6.2.3 Vergewaltigung; 6.2.4 Übergriff	Feminismus // feminism; Policies; sexuelle Gewalt // sexual violence; Universität // college university	865
1	0	0	Smiler, Andrew P.; Frankel, Loren B. W.; Savin-Williams, Ritch C.	2011	Zeitschriftenaufsatz	Journal of Adolescence	From kissing to coitus? Sex-of-partner differences in the sexual milestone achievement of young men	1 Sozialer Kontext; 1.4 Identitäten; 1.4.1 Gender; 1.4.2 LGBT; 5 Adressat_innen; 5.2 Jugendliche; 7 Sexualität; 7.3 Sexuelle Erfahrungen	Jungen // boys; Sexuelle Entwicklung // sexual development; Sexuelle Orientierung // sexual orientation; sexuelles Verhalten // sexual behaviour	979
1	0	0	Svedin, Carl-Göran; Akerman, Ingrid; Priebe, Gisela	2011	Zeitschriftenaufsatz	Journal of Adolescence	Frequent users of pornography. A population based epidemiological study of Swedish male adolescents	1 Sozialer Kontext; 1.3 Medien und Technologie; 5 Adressat_innen; 5.2 Jugendliche	Jugendliche und junge Erwachsene; Pornografie // pornography	980
0	0	0	Swango-Wilson, Amy	2011	Zeitschriftenaufsatz	Sexuality and Disability	Meaningful Sex Education Programs for Individuals with Intellectual/Developmental Disabilities	1 Sozialer Kontext; 1.4 Identitäten; 1.4.6 Behinderungen; 3 Fokus; 3.1 Sexualpädagogik; 7 Sexualität	Behinderung // disability; Sexuelle Bildung // sexuality education	1150
1	0	0	Vasilenko, Sara A.; Ram, Nilam; Lefkowitz, Eva S.	2011	Zeitschriftenaufsatz	Journal of Adolescence	Body image and first sexual intercourse in late adolescence	1 Sozialer Kontext; 1.4 Identitäten; 5 Adressat_innen; 5.2 Jugendliche; 7 Sexualität; 7.3 Sexuelle Erfahrungen	Jugendliche und junge Erwachsene; Körper // body; sexuelle Erfahrung // sexual experience	975
1	0	0	Vugt, Eveline van; Asscher, Jessica J.; Stams, Geert Jan; Hendriks, Jan; Bijleveld, Catrien; Laan, Peter van der	2011	Zeitschriftenaufsatz	Research in Developmental Disabilities	Moral judgment of young sex offenders with and without intellectual disabilities	1 Sozialer Kontext; 1.4 Identitäten; 1.4.6 Behinderungen; 6 Gewalt; 6.1 Täter*in; 6.1.1 Peer; 6.2 Art	Behinderung // disability; jugendliche Täter*innen // adolescent sex offender; Moral	1130
1	0	0	Willis, Paul; Ward, Nicki; Fish, Julie	2011	Zeitschriftenaufsatz	The British Journal of Social Work	Searching for LGBT Carers	1 Sozialer Kontext; 1.4 Identitäten; 1.4.2 LGBT; 4 Fachkräfte; 4.1 Intern; 6 Gewalt; 6.2 Art; 6.2.5 Diskriminierung	Geschlechtsidentität // gender identity; Heteronormativität // heteronormativity; Homosexualität; Pflegepersonen // carers; queer; Sexualität // sexuality; Soziale Arbeit und Dienste // social work and services; trans*ident // trans*	760
1	0	0	Asscher, Jessica J.; Put, Claudia E. van der; Stams, Geert Jan	2012	Zeitschriftenaufsatz	Research in Developmental Disabilities	Differences between juvenile offenders with and without intellectual disability in offense type and risk factors	1 Sozialer Kontext; 1.4 Identitäten; 1.4.6 Behinderungen; 5 Adressat_innen; 5.2 Jugendliche; 6 Gewalt; 6.1 Täter*in; 6.1.1 Peer; 6.2 Art	Behinderung // disability; jugendliche Täter*innen // adolescent sex offender; Risikofaktoren // risk factors	1131
0	0	0	Atkinson, Becky	2012	Beitrag in …		Apple Jumper, Teacher Babe, and Bland Uniformer Teachers: Fashioning Feminine Teacher Bodies	1 Sozialer Kontext; 1.4 Identitäten; 1.4.1 Gender; 2 Institutioneller Kontext; 2.2 Einrichtungstypen; 2.2.3 Schule; 4 Fachkräfte; 4.1 Intern	Feminismus // feminism; Geschlecht // gender; Geschlechterrolle // gender role; Lehrer*innen // Teachers; Schule // school; Weiblichkeit // femininity	1429
0	0	0	Atkinson, Julie P.; Ward, Karen M.	2012	Zeitschriftenaufsatz	Sexuality and Disability	The Development of an Assessment of Interpersonal Violence for Individuals with Intellectual and Developmental Disabilities	1 Sozialer Kontext; 1.4 Identitäten; 1.4.6 Behinderungen; 3 Fokus; 3.2 Gewaltprävention; 6 Gewalt; 6.2 Art	Behinderung // disability; Gewalt // violence; Prävention // prevention	1652
0	0	0	Aylaz, Rukuye; Yılmaz, Ulviye; Polat, Sevinç	2012	Zeitschriftenaufsatz	Sexuality and Disability	Effect of Difficulties Experienced by Parents of Autistic Children on Their Sexual Life	1 Sozialer Kontext; 1.4 Identitäten; 1.4.6 Behinderungen; 5 Adressat_innen; 5.1 Kinder; 5.3 Eltern	Autismus // autism; Behinderung // disability; Eltern; Kinder; Sexualität // sexuality	1651
0	0	0	Bailey, Lucy; Graves, Karen	2012	Beitrag in …		Introduction	1 Sozialer Kontext; 1.2 Diskurse; 1.4 Identitäten; 1.4.2 LGBT; 2 Institutioneller Kontext; 2.1 Dynamiken; 2.2 Einrichtungstypen; 2.2.3 Schule	Gesellschaft // society; Policies; queer; Schule // school; Schulklima // school climate; Sozialisation // socialization	1423
0	0	0	Barbovschi, Monica; Marinescu, Valentina; Velicu, Anca; Laszlo, Eva	2012	Beitrag in …		Meeting new contacts online	1 Sozialer Kontext; 1.2 Diskurse; 1.3 Medien und Technologie; 5 Adressat_innen; 5.1 Kinder; 7 Sexualität; 7.1 Beziehungsgestaltung	Diskurs // discourse; Internet; Kinder; Risikoverhalten // risk behavior; Technologie // technology	1529
0	0	0	Bauwens, Joke; Paus-Hasebrink, Ingrid; Ponte, Cristina; Dürager, Andrea	2012	Beitrag in …		Understanding digital inequality	1 Sozialer Kontext; 1.2 Diskurse; 1.3 Medien und Technologie; 1.4 Identitäten; 1.4.3 Schicht; 5 Adressat_innen; 5.1 Kinder; 5.3 Eltern	Eltern; Internet; Risikofaktoren // risk factors; soziale Ungleichheit und/oder Gerechtigkeit // social inequality and/or justice; Technologie // technology	1535
1	0	0	Beerthuizen, Marinus G. C. J.; Brugman, Daniel	2012	Zeitschriftenaufsatz	Journal of Sexual Aggression	Sexually abusive youths' moral reasoning on sex	1 Sozialer Kontext; 1.2 Diskurse; 1.4 Identitäten; 1.4.3 Schicht; 2 Institutioneller Kontext; 2.2 Einrichtungstypen; 2.2.10 Gefängnis; 5 Adressat_innen; 5.2 Jugendliche; 6 Gewalt; 6.1 Täter*in; 6.1.1 Peer; 6.2 Art; 6.2.4 Übergriff	jugendliche Täter*innen // adolescent sex offender; Moral; Sexualethik // sexual ethics; sexuelle Gewalt // sexual violence; sexuelles Verhalten // sexual behaviour	1186
0	0	1	Blumenfeld, Warren J.	2012	Beitrag in …		""We´re Here and We´re Fabolous""	1 Sozialer Kontext; 1.2 Diskurse; 1.4 Identitäten; 1.4.2 LGBT; 5 Adressat_innen; 5.2 Jugendliche	Bisexualität // bisexuality; Homosexualität; Jugendliche und junge Erwachsene; lesbisch // lesbian; Selbstorganisation // self-organization; trans*ident // trans*	1426
0	0	0	Boas, Erica M.	2012	Beitrag in …		Walking the Line	1 Sozialer Kontext; 1.2 Diskurse; 2 Institutioneller Kontext; 2.2 Einrichtungstypen; 2.2.1 Kindergarten; 2.2.2 Grundschule; 2.2.3 Schule; 4 Fachkräfte; 4.1 Intern; 5 Adressat_innen; 5.1 Kinder; 7 Sexualität; 7.3 Sexuelle Erfahrungen	Einstellungen // attitudes; Grenzen // boundaries; Grundschule // elementary school; kindliche Sexualität // childhood sexuality; Lehrer*innen // Teachers	1433
0	0	1	Bongardt, Daphne van de	2012	Beitrag in …		Teaching sexuality and relationships education in multicultural classrooms in the Netherlands	1 Sozialer Kontext; 1.4 Identitäten; 1.4.4 Ethnizität; 2 Institutioneller Kontext; 2.2 Einrichtungstypen; 2.2.3 Schule; 3.1 Sexualpädagogik; 7 Sexualität	Ethnizität // ethnicity; Sexualerziehung // sex ed	1241
0	0	1	Britzman, Deborah P.	2012	Beitrag in …		Queer Pedagogy and Its Strange Techniques	1 Sozialer Kontext; 1.2 Diskurse; 1.4 Identitäten; 1.4.2 LGBT; 2 Institutioneller Kontext; 2.1 Dynamiken; 4 Fachkräfte; 4.1 Intern	Pädagogik // pedagogy; queer	1448
1	0	0	Brown, Graham; Sorenson, Anne; Hildebrand, Janina	2012	Zeitschriftenaufsatz	Sex Education: Sexuality, Society and Learning	How they got it and how they wanted it	1 Sozialer Kontext; 1.4 Identitäten; 1.4.3 Schicht; 3 Fokus; 3.1 Sexualpädagogik; 4 Fachkräfte; 4.3 Peers; 5 Adressat_innen; 5.2 Jugendliche; 7 Sexualität	Jugendliche und junge Erwachsene; Risikofaktoren // risk factors; Risikoverhalten // risk behavior; Sexuell übertragbare Infektionen // sexually transmitted infections; Sexuelle Bildung // sexuality education; sexuelle Gesundheit // sexual health; sexuelles Risiko // sexual risk	1013
1	0	0	Brunnberg, Elinor; Lindén Boström, Margareta; Berglund, Mats	2012	Zeitschriftenaufsatz	Child Abuse & Neglect	Sexual force at sexual debut. Swedish adolescents with disabilities at higher risk than adolescents without disabilities	1 Sozialer Kontext; 1.4 Identitäten; 1.4.6 Behinderungen; 5 Adressat_innen; 5.2 Jugendliche; 6 Gewalt; 6.2 Art; 6.2.3 Vergewaltigung; 6.2.4 Übergriff; 7 Sexualität; 7.3 Sexuelle Erfahrungen	Behinderung // disability; erstes Mal // sexual debut; Geschlecht // gender; Jugendliche und junge Erwachsene; sexuelle Gewalt // sexual violence; Sexueller Missbrauch // sexual abuse; Vergewaltigung // rape	776
0	0	1	Bryan Meek, Jane	2012	Beitrag in …		""Being Queer Is the Luckiest Thing""	1 Sozialer Kontext; 1.2 Diskurse; 1.4 Identitäten; 1.4.2 LGBT; 2 Institutioneller Kontext; 2.2 Einrichtungstypen; 2.2.3 Schule; 2.2.5 Universität; 5 Adressat_innen; 5.2 Jugendliche	Bisexualität // bisexuality; Diskurs // discourse; lesbisch // lesbian; queer; schwul // gay; Student*innen // college students; trans*ident // trans*	1439
0	0	0	Carpenter, Laura M.; DeLamater, John D.	2012	Buch (Sammelwerk)		Sex for life	1 Sozialer Kontext; 1.4 Identitäten; 1.4.1 Gender; 1.4.4 Ethnizität; 7 Sexualität	Psychologie // psychology; sexuelle Gesundheit // sexual health; sexuelles Verhalten // sexual behaviour	1116
0	0	0	Celik, Gonca Gul; Yolga Tahiroglu, Aysegul; Avci, Ayse; Cekin, Necmi; Evliyaoglu, Nurdan; Yoruldu, Belgin	2012	Zeitschriftenaufsatz	Journal of Child Sexual Abuse	Sexual abuse in a classroom of ten male students	1 Sozialer Kontext; 1.4 Identitäten; 1.4.1 Gender; 2 Institutioneller Kontext; 2.1 Dynamiken; 2.2 Einrichtungstypen; 2.2.3 Schule; 5 Adressat_innen; 5.1 Kinder; 6 Gewalt; 6.1 Täter*in; 6.1.2 Erwachsene; 6.2 Art; 6.2.2 Missbrauch	Crime Victims/psychology; Faculty; Humans; Kinder; Male; Psychische Gesundheit; Schools; sexueller Kindesmissbrauch; Turkey	1596
0	0	0	Cleary, Kerry; Erooga, Marcus	2012	Beitrag in …		Policy and Legislation - Changing Responses to an Emerging Problem	1 Sozialer Kontext; 1.1 Policies; 2 Institutioneller Kontext; 2.1 Dynamiken; 3 Fokus; 3.2 Gewaltprävention; 6 Gewalt; 6.2 Art; 6.2.2 Missbrauch	Gesetzlich / legal; Organisation // organisation; Organisationskultur // organisational culture; Policies; sexueller Kindesmissbrauch	1456
1	0	0	Daneback, Kristian; Månsson, Sven-Axel; Ross, Michael W.; Markham, Christine M.	2012	Zeitschriftenaufsatz	Sex Education: Sexuality, Society and Learning	The Internet as a source of information about sexuality	1 Sozialer Kontext; 1.3 Medien und Technologie; 3 Fokus; 3.1 Sexualpädagogik; 5 Adressat_innen; 5.2 Jugendliche	Internet; Jugendliche und junge Erwachsene; Sexuelle Bildung // sexuality education	1012
0	0	1	Dankmeijer, Peter	2012	Beitrag in …		LGBT, to Be or Not to Be?	1 Sozialer Kontext; 1.4 Identitäten; 1.4.1 Gender; 1.4.2 LGBT; 3 Fokus; 3.1 Sexualpädagogik	Bisexualität // bisexuality; Geschlechtsidentität // gender identity; lesbisch // lesbian; schwul // gay; Sexuelle Bildung // sexuality education; trans*ident // trans*	1444
